transaction_id,date,customer_id,product_id,product_name,category,quantity,unit_price,region
T000708,2026-04-17,C206,P013,Phone Stand,Accessories,5,699,South
T000709,2026-04-17,C297,P014,Portable SSD,Storage,1,6499,West
T000710,2026-04-17,C091,P015,Wireless Charger,Electronics,5,1599,Central
T000711,2026-04-18,C015,P001,Wireless Mouse,Accessories,11,1499,East
T000712,2026-04-18,C050,P002,Mechanical Keyboard,Accessories,8,4499,West
T000713,2026-04-18,C181,P003,USB-C Cable,Accessories,15,499,North
T000714,2026-04-18,C221,P004,Laptop Stand,Accessories,6,1899,South
T000715,2026-04-18,C133,P005,Webcam,Electronics,5,3299,West
T000716,2026-04-18,C014,P006,Bluetooth Speaker,Electronics,5,2499,East
T000717,2026-04-18,C072,P007,Power Bank,Electronics,5,1799,Central
T000718,2026-04-18,C290,P008,Wireless Headphones,Audio,7,3999,North
T000719,2026-04-18,C195,P009,Smart Watch,Wearables,5,5999,South
T000720,2026-04-18,C296,P010,HDMI Cable,Accessories,14,899,Central
T000721,2026-04-18,C238,P011,USB Hub,Accessories,8,1299,East
T000722,2026-04-18,C250,P012,Laptop Backpack,Accessories,2,2299,North
T000723,2026-04-18,C213,P013,Phone Stand,Accessories,18,699,South
T000724,2026-04-18,C246,P014,Portable SSD,Storage,3,6499,West
T000725,2026-04-18,C133,P015,Wireless Charger,Electronics,7,1599,Central
T000726,2026-04-19,C266,P001,Wireless Mouse,Accessories,15,1499,East
T000727,2026-04-19,C046,P002,Mechanical Keyboard,Accessories,6,4499,West
T000728,2026-04-19,C148,P003,USB-C Cable,Accessories,21,499,North
T000729,2026-04-19,C148,P004,Laptop Stand,Accessories,5,1899,South
T000730,2026-04-19,C047,P005,Webcam,Electronics,4,3299,West
T000731,2026-04-19,C218,P006,Bluetooth Speaker,Electronics,10,2499,East
T000732,2026-04-19,C013,P007,Power Bank,Electronics,9,1799,Central
T000733,2026-04-19,C108,P008,Wireless Headphones,Audio,8,3999,North
T000734,2026-04-19,C132,P009,Smart Watch,Wearables,4,5999,South
T000735,2026-04-19,C087,P010,HDMI Cable,Accessories,14,899,Central
T000736,2026-04-19,C135,P011,USB Hub,Accessories,10,1299,East
T000737,2026-04-19,C056,P012,Laptop Backpack,Accessories,4,2299,North
T000738,2026-04-19,C146,P013,Phone Stand,Accessories,14,699,South
T000739,2026-04-19,C040,P014,Portable SSD,Storage,2,6499,West
T000740,2026-04-19,C082,P015,Wireless Charger,Electronics,12,1599,Central
T000741,2026-04-20,C180,P001,Wireless Mouse,Accessories,13,1499,East
T000742,2026-04-20,C005,P002,Mechanical Keyboard,Accessories,5,4499,West
T000743,2026-04-20,C049,P003,USB-C Cable,Accessories,15,499,North
T000744,2026-04-20,C266,P004,Laptop Stand,Accessories,4,1899,South
T000745,2026-04-20,C285,P005,Webcam,Electronics,4,3299,West
T000746,2026-04-20,C216,P006,Bluetooth Speaker,Electronics,9,2499,East
T000747,2026-04-20,C003,P007,Power Bank,Electronics,6,1799,Central
T000748,2026-04-20,C234,P008,Wireless Headphones,Audio,4,3999,North
T000749,2026-04-20,C049,P010,HDMI Cable,Accessories,5,899,Central
T000750,2026-04-20,C052,P011,USB Hub,Accessories,5,1299,East
T000751,2026-04-20,C055,P012,Laptop Backpack,Accessories,4,2299,North
T000752,2026-04-20,C015,P013,Phone Stand,Accessories,12,699,South
T000753,2026-04-20,C086,P014,Portable SSD,Storage,2,6499,West
T000754,2026-04-20,C278,P015,Wireless Charger,Electronics,6,1599,Central
T000755,2026-04-21,C111,P001,Wireless Mouse,Accessories,9,1499,East
T000756,2026-04-21,C098,P002,Mechanical Keyboard,Accessories,3,4499,West
T000757,2026-04-21,C058,P003,USB-C Cable,Accessories,15,499,North
T000758,2026-04-21,C209,P004,Laptop Stand,Accessories,2,1899,South
T000759,2026-04-21,C156,P005,Webcam,Electronics,2,3299,West
T000760,2026-04-21,C250,P006,Bluetooth Speaker,Electronics,9,2499,East
T000761,2026-04-21,C016,P007,Power Bank,Electronics,7,1799,Central
T000762,2026-04-21,C146,P008,Wireless Headphones,Audio,2,3999,North
T000763,2026-04-21,C222,P009,Smart Watch,Wearables,2,5999,South
T000764,2026-04-21,C127,P010,HDMI Cable,Accessories,11,899,Central
T000765,2026-04-21,C264,P011,USB Hub,Accessories,7,1299,East
T000766,2026-04-21,C034,P012,Laptop Backpack,Accessories,6,2299,North
T000767,2026-04-21,C217,P013,Phone Stand,Accessories,7,699,South
T000768,2026-04-21,C046,P014,Portable SSD,Storage,4,6499,West
T000769,2026-04-21,C169,P015,Wireless Charger,Electronics,5,1599,Central
T000770,2026-04-22,C075,P001,Wireless Mouse,Accessories,12,1499,East
T000771,2026-04-22,C025,P002,Mechanical Keyboard,Accessories,10,4499,West
T000772,2026-04-22,C161,P003,USB-C Cable,Accessories,13,499,North
T000773,2026-04-22,C154,P004,Laptop Stand,Accessories,6,1899,South
T000774,2026-04-22,C137,P005,Webcam,Electronics,4,3299,West
T000775,2026-04-22,C296,P006,Bluetooth Speaker,Electronics,7,2499,East
T000776,2026-04-22,C167,P007,Power Bank,Electronics,7,1799,Central
T000777,2026-04-22,C252,P008,Wireless Headphones,Audio,8,3999,North
T000778,2026-04-22,C284,P009,Smart Watch,Wearables,1,5999,South
T000779,2026-04-22,C011,P010,HDMI Cable,Accessories,17,899,Central
T000780,2026-04-22,C148,P011,USB Hub,Accessories,8,1299,East
T000781,2026-04-22,C033,P012,Laptop Backpack,Accessories,7,2299,North
T000782,2026-04-22,C011,P013,Phone Stand,Accessories,6,699,South
T000783,2026-04-22,C294,P014,Portable SSD,Storage,2,6499,West
T000784,2026-04-22,C002,P015,Wireless Charger,Electronics,15,1599,Central
T000785,2026-04-23,C059,P001,Wireless Mouse,Accessories,6,1499,East
T000786,2026-04-23,C187,P002,Mechanical Keyboard,Accessories,7,4499,West
T000787,2026-04-23,C126,P003,USB-C Cable,Accessories,15,499,North
T000788,2026-04-23,C110,P004,Laptop Stand,Accessories,4,1899,South
T000789,2026-04-23,C062,P005,Webcam,Electronics,4,3299,West
T000790,2026-04-23,C043,P006,Bluetooth Speaker,Electronics,7,2499,East
T000791,2026-04-23,C249,P007,Power Bank,Electronics,6,1799,Central
T000792,2026-04-23,C094,P008,Wireless Headphones,Audio,10,3999,North
T000793,2026-04-23,C299,P009,Smart Watch,Wearables,1,5999,South
T000794,2026-04-23,C173,P010,HDMI Cable,Accessories,10,899,Central
T000795,2026-04-23,C022,P011,USB Hub,Accessories,9,1299,East
T000796,2026-04-23,C081,P012,Laptop Backpack,Accessories,5,2299,North
T000797,2026-04-23,C023,P013,Phone Stand,Accessories,6,699,South
T000798,2026-04-23,C276,P014,Portable SSD,Storage,3,6499,West
T000799,2026-04-23,C291,P015,Wireless Charger,Electronics,9,1599,Central
T000800,2026-04-24,C195,P001,Wireless Mouse,Accessories,7,1499,East
T000801,2026-04-24,C264,P002,Mechanical Keyboard,Accessories,3,4499,West
T000802,2026-04-24,C003,P003,USB-C Cable,Accessories,12,499,North
T000803,2026-04-24,C232,P004,Laptop Stand,Accessories,7,1899,South
T000804,2026-04-24,C201,P005,Webcam,Electronics,3,3299,West
T000805,2026-04-24,C059,P006,Bluetooth Speaker,Electronics,10,2499,East
T000806,2026-04-24,C272,P007,Power Bank,Electronics,4,1799,Central
T000807,2026-04-24,C004,P008,Wireless Headphones,Audio,4,3999,North
T000808,2026-04-24,C214,P009,Smart Watch,Wearables,1,5999,South
T000809,2026-04-24,C004,P010,HDMI Cable,Accessories,8,899,Central
T000810,2026-04-24,C263,P011,USB Hub,Accessories,5,1299,East
T000811,2026-04-24,C232,P012,Laptop Backpack,Accessories,5,2299,North
T000812,2026-04-24,C213,P013,Phone Stand,Accessories,7,699,South
T000813,2026-04-24,C261,P014,Portable SSD,Storage,3,6499,West
T000814,2026-04-24,C185,P015,Wireless Charger,Electronics,5,1599,Central
T000815,2026-04-25,C241,P001,Wireless Mouse,Accessories,13,1499,East
T000816,2026-04-25,C274,P002,Mechanical Keyboard,Accessories,6,4499,West
T000817,2026-04-25,C123,P003,USB-C Cable,Accessories,30,499,North
T000818,2026-04-25,C074,P004,Laptop Stand,Accessories,4,1899,South
T000819,2026-04-25,C270,P005,Webcam,Electronics,6,3299,West
T000820,2026-04-25,C284,P006,Bluetooth Speaker,Electronics,13,2499,East
T000821,2026-04-25,C257,P007,Power Bank,Electronics,7,1799,Central
T000822,2026-04-25,C214,P008,Wireless Headphones,Audio,7,3999,North
T000823,2026-04-25,C190,P009,Smart Watch,Wearables,1,5999,South
T000824,2026-04-25,C041,P010,HDMI Cable,Accessories,11,899,Central
T000825,2026-04-25,C039,P011,USB Hub,Accessories,11,1299,East
T000826,2026-04-25,C099,P012,Laptop Backpack,Accessories,3,2299,North
T000827,2026-04-25,C028,P013,Phone Stand,Accessories,13,699,South
T000828,2026-04-25,C221,P014,Portable SSD,Storage,2,6499,West
T000829,2026-04-25,C090,P015,Wireless Charger,Electronics,11,1599,Central
T000830,2026-04-26,C286,P001,Wireless Mouse,Accessories,7,1499,East
T000831,2026-04-26,C003,P002,Mechanical Keyboard,Accessories,2,4499,West
T000832,2026-04-26,C147,P003,USB-C Cable,Accessories,26,499,North
T000833,2026-04-26,C146,P004,Laptop Stand,Accessories,5,1899,South
T000834,2026-04-26,C284,P005,Webcam,Electronics,4,3299,West
T000835,2026-04-26,C026,P006,Bluetooth Speaker,Electronics,10,2499,East
T000836,2026-04-26,C294,P007,Power Bank,Electronics,10,1799,Central
T000837,2026-04-26,C021,P008,Wireless Headphones,Audio,10,3999,North
T000838,2026-04-26,C161,P009,Smart Watch,Wearables,4,5999,South
T000839,2026-04-26,C156,P010,HDMI Cable,Accessories,12,899,Central
T000840,2026-04-26,C261,P011,USB Hub,Accessories,9,1299,East
T000841,2026-04-26,C171,P012,Laptop Backpack,Accessories,4,2299,North
T000842,2026-04-26,C255,P013,Phone Stand,Accessories,14,699,South
T000843,2026-04-26,C271,P014,Portable SSD,Storage,3,6499,West
T000844,2026-04-26,C151,P015,Wireless Charger,Electronics,13,1599,Central
T000845,2026-04-27,C258,P001,Wireless Mouse,Accessories,7,1499,East
T000846,2026-04-27,C067,P002,Mechanical Keyboard,Accessories,3,4499,West
T000847,2026-04-27,C114,P003,USB-C Cable,Accessories,12,499,North
T000848,2026-04-27,C117,P004,Laptop Stand,Accessories,5,1899,South
T000849,2026-04-27,C276,P005,Webcam,Electronics,1,3299,West
T000850,2026-04-27,C088,P006,Bluetooth Speaker,Electronics,6,2499,East
T000851,2026-04-27,C131,P007,Power Bank,Electronics,5,1799,Central
T000852,2026-04-27,C228,P008,Wireless Headphones,Audio,5,3999,North
T000853,2026-04-27,C205,P009,Smart Watch,Wearables,1,5999,South
T000854,2026-04-27,C186,P010,HDMI Cable,Accessories,9,899,Central
T000855,2026-04-27,C232,P011,USB Hub,Accessories,8,1299,East
T000856,2026-04-27,C155,P012,Laptop Backpack,Accessories,3,2299,North
T000857,2026-04-27,C078,P013,Phone Stand,Accessories,7,699,South
T000858,2026-04-27,C114,P014,Portable SSD,Storage,1,6499,West
T000859,2026-04-27,C056,P015,Wireless Charger,Electronics,6,1599,Central
T000860,2026-04-28,C085,P001,Wireless Mouse,Accessories,9,1499,East
T000861,2026-04-28,C089,P002,Mechanical Keyboard,Accessories,3,4499,West
T000862,2026-04-28,C190,P003,USB-C Cable,Accessories,14,499,North
T000863,2026-04-28,C258,P004,Laptop Stand,Accessories,3,1899,South
T000864,2026-04-28,C107,P005,Webcam,Electronics,1,3299,West
T000865,2026-04-28,C050,P006,Bluetooth Speaker,Electronics,9,2499,East
T000866,2026-04-28,C296,P007,Power Bank,Electronics,3,1799,Central
T000867,2026-04-28,C246,P008,Wireless Headphones,Audio,3,3999,North
T000868,2026-04-28,C040,P009,Smart Watch,Wearables,5,5999,South
T000869,2026-04-28,C102,P010,HDMI Cable,Accessories,13,899,Central
T000870,2026-04-28,C284,P011,USB Hub,Accessories,8,1299,East
T000871,2026-04-28,C290,P012,Laptop Backpack,Accessories,4,2299,North
T000872,2026-04-28,C054,P013,Phone Stand,Accessories,10,699,South
T000873,2026-04-28,C214,P014,Portable SSD,Storage,1,6499,West
T000874,2026-04-28,C294,P015,Wireless Charger,Electronics,2,1599,Central
T000875,2026-04-29,C175,P001,Wireless Mouse,Accessories,3,1499,East
T000876,2026-04-29,C142,P002,Mechanical Keyboard,Accessories,9,4499,West
T000877,2026-04-29,C156,P003,USB-C Cable,Accessories,15,499,North
T000878,2026-04-29,C176,P004,Laptop Stand,Accessories,2,1899,South
T000879,2026-04-29,C173,P005,Webcam,Electronics,2,3299,West
T000880,2026-04-29,C271,P006,Bluetooth Speaker,Electronics,6,2499,East
T000881,2026-04-29,C294,P007,Power Bank,Electronics,3,1799,Central
T000882,2026-04-29,C133,P008,Wireless Headphones,Audio,7,3999,North
T000883,2026-04-29,C177,P009,Smart Watch,Wearables,5,5999,South
T000884,2026-04-29,C184,P010,HDMI Cable,Accessories,6,899,Central
T000885,2026-04-29,C115,P011,USB Hub,Accessories,7,1299,East
T000886,2026-04-29,C071,P012,Laptop Backpack,Accessories,8,2299,North
T000887,2026-04-29,C003,P013,Phone Stand,Accessories,14,699,South
T000888,2026-04-29,C024,P014,Portable SSD,Storage,1,6499,West
T000889,2026-04-29,C261,P015,Wireless Charger,Electronics,3,1599,Central
T000890,2026-04-30,C059,P001,Wireless Mouse,Accessories,11,1499,East
T000891,2026-04-30,C288,P002,Mechanical Keyboard,Accessories,6,4499,West
T000892,2026-04-30,C075,P003,USB-C Cable,Accessories,14,499,North
T000893,2026-04-30,C048,P004,Laptop Stand,Accessories,6,1899,South
T000894,2026-04-30,C085,P005,Webcam,Electronics,2,3299,West
T000895,2026-04-30,C004,P006,Bluetooth Speaker,Electronics,9,2499,East
T000896,2026-04-30,C288,P007,Power Bank,Electronics,7,1799,Central
T000897,2026-04-30,C149,P008,Wireless Headphones,Audio,2,3999,North
T000898,2026-04-30,C135,P009,Smart Watch,Wearables,2,5999,South
T000899,2026-04-30,C004,P010,HDMI Cable,Accessories,13,899,Central
T000900,2026-04-30,C072,P011,USB Hub,Accessories,9,1299,East
T000901,2026-04-30,C246,P012,Laptop Backpack,Accessories,7,2299,North
T000902,2026-04-30,C072,P013,Phone Stand,Accessories,7,699,South
T000903,2026-04-30,C148,P014,Portable SSD,Storage,6,6499,West
T000904,2026-04-30,C105,P015,Wireless Charger,Electronics,11,1599,Central
T000905,2026-05-01,C252,P001,Wireless Mouse,Accessories,10,1499,East
T000906,2026-05-01,C204,P002,Mechanical Keyboard,Accessories,5,4499,West
T000907,2026-05-01,C115,P003,USB-C Cable,Accessories,16,499,North
T000908,2026-05-01,C015,P004,Laptop Stand,Accessories,3,1899,South
T000909,2026-05-01,C130,P005,Webcam,Electronics,2,3299,West
T000910,2026-05-01,C295,P006,Bluetooth Speaker,Electronics,7,2499,East
T000911,2026-05-01,C104,P007,Power Bank,Electronics,1,1799,Central
T000912,2026-05-01,C281,P008,Wireless Headphones,Audio,7,3999,North
T000913,2026-05-01,C227,P010,HDMI Cable,Accessories,8,899,Central
T000914,2026-05-01,C294,P011,USB Hub,Accessories,4,1299,East
T000915,2026-05-01,C072,P012,Laptop Backpack,Accessories,7,2299,North
T000916,2026-05-01,C011,P013,Phone Stand,Accessories,9,699,South
T000917,2026-05-01,C116,P014,Portable SSD,Storage,2,6499,West
T000918,2026-05-01,C153,P015,Wireless Charger,Electronics,11,1599,Central
T000919,2026-05-02,C004,P001,Wireless Mouse,Accessories,9,1499,East
T000920,2026-05-02,C143,P002,Mechanical Keyboard,Accessories,4,4499,West
T000921,2026-05-02,C166,P003,USB-C Cable,Accessories,17,499,North
T000922,2026-05-02,C207,P004,Laptop Stand,Accessories,5,1899,South
T000923,2026-05-02,C259,P005,Webcam,Electronics,4,3299,West
T000924,2026-05-02,C039,P006,Bluetooth Speaker,Electronics,7,2499,East
T000925,2026-05-02,C006,P007,Power Bank,Electronics,6,1799,Central
T000926,2026-05-02,C216,P008,Wireless Headphones,Audio,4,3999,North
T000927,2026-05-02,C100,P009,Smart Watch,Wearables,2,5999,South
T000928,2026-05-02,C115,P010,HDMI Cable,Accessories,8,899,Central
T000929,2026-05-02,C209,P011,USB Hub,Accessories,9,1299,East
T000930,2026-05-02,C091,P012,Laptop Backpack,Accessories,6,2299,North
T000931,2026-05-02,C014,P013,Phone Stand,Accessories,6,699,South
T000932,2026-05-02,C201,P014,Portable SSD,Storage,3,6499,West
T000933,2026-05-02,C129,P015,Wireless Charger,Electronics,10,1599,Central
T000934,2026-05-03,C172,P001,Wireless Mouse,Accessories,9,1499,East
T000935,2026-05-03,C137,P002,Mechanical Keyboard,Accessories,9,4499,West
T000936,2026-05-03,C030,P003,USB-C Cable,Accessories,22,499,North
T000937,2026-05-03,C174,P004,Laptop Stand,Accessories,4,1899,South
T000938,2026-05-03,C188,P005,Webcam,Electronics,6,3299,West
T000939,2026-05-03,C100,P006,Bluetooth Speaker,Electronics,9,2499,East
T000940,2026-05-03,C050,P007,Power Bank,Electronics,9,1799,Central
T000941,2026-05-03,C028,P008,Wireless Headphones,Audio,4,3999,North
T000942,2026-05-03,C096,P009,Smart Watch,Wearables,3,5999,South
T000943,2026-05-03,C086,P010,HDMI Cable,Accessories,9,899,Central
T000944,2026-05-03,C140,P011,USB Hub,Accessories,9,1299,East
T000945,2026-05-03,C129,P012,Laptop Backpack,Accessories,2,2299,North
T000946,2026-05-03,C051,P013,Phone Stand,Accessories,14,699,South
T000947,2026-05-03,C253,P015,Wireless Charger,Electronics,6,1599,Central
T000948,2026-05-04,C113,P001,Wireless Mouse,Accessories,5,1499,East
T000949,2026-05-04,C043,P002,Mechanical Keyboard,Accessories,7,4499,West
T000950,2026-05-04,C186,P003,USB-C Cable,Accessories,13,499,North
T000951,2026-05-04,C149,P004,Laptop Stand,Accessories,7,1899,South
T000952,2026-05-04,C153,P005,Webcam,Electronics,3,3299,West
T000953,2026-05-04,C113,P006,Bluetooth Speaker,Electronics,7,2499,East
T000954,2026-05-04,C152,P007,Power Bank,Electronics,4,1799,Central
T000955,2026-05-04,C072,P008,Wireless Headphones,Audio,3,3999,North
T000956,2026-05-04,C052,P009,Smart Watch,Wearables,4,5999,South
T000957,2026-05-04,C173,P010,HDMI Cable,Accessories,17,899,Central
T000958,2026-05-04,C047,P011,USB Hub,Accessories,4,1299,East
T000959,2026-05-04,C292,P012,Laptop Backpack,Accessories,6,2299,North
T000960,2026-05-04,C208,P013,Phone Stand,Accessories,6,699,South
T000961,2026-05-04,C175,P014,Portable SSD,Storage,2,6499,West
T000962,2026-05-04,C259,P015,Wireless Charger,Electronics,7,1599,Central
T000963,2026-05-05,C172,P001,Wireless Mouse,Accessories,11,1499,East
T000964,2026-05-05,C163,P002,Mechanical Keyboard,Accessories,4,4499,West
T000965,2026-05-05,C181,P003,USB-C Cable,Accessories,20,499,North
T000966,2026-05-05,C202,P004,Laptop Stand,Accessories,6,1899,South
T000967,2026-05-05,C148,P005,Webcam,Electronics,2,3299,West
T000968,2026-05-05,C061,P006,Bluetooth Speaker,Electronics,3,2499,East
T000969,2026-05-05,C207,P007,Power Bank,Electronics,3,1799,Central
T000970,2026-05-05,C025,P008,Wireless Headphones,Audio,3,3999,North
T000971,2026-05-05,C107,P009,Smart Watch,Wearables,2,5999,South
T000972,2026-05-05,C276,P010,HDMI Cable,Accessories,14,899,Central
T000973,2026-05-05,C293,P011,USB Hub,Accessories,6,1299,East
T000974,2026-05-05,C154,P012,Laptop Backpack,Accessories,3,2299,North
T000975,2026-05-05,C174,P013,Phone Stand,Accessories,14,699,South
T000976,2026-05-05,C109,P015,Wireless Charger,Electronics,6,1599,Central
T000977,2026-05-06,C094,P001,Wireless Mouse,Accessories,5,1499,East
T000978,2026-05-06,C179,P002,Mechanical Keyboard,Accessories,3,4499,West
T000979,2026-05-06,C052,P003,USB-C Cable,Accessories,14,499,North
T000980,2026-05-06,C274,P004,Laptop Stand,Accessories,4,1899,South
T000981,2026-05-06,C033,P005,Webcam,Electronics,6,3299,West
T000982,2026-05-06,C197,P006,Bluetooth Speaker,Electronics,6,2499,East
T000983,2026-05-06,C202,P007,Power Bank,Electronics,2,1799,Central
T000984,2026-05-06,C011,P008,Wireless Headphones,Audio,4,3999,North
T000985,2026-05-06,C103,P009,Smart Watch,Wearables,2,5999,South
T000986,2026-05-06,C263,P010,HDMI Cable,Accessories,16,899,Central
T000987,2026-05-06,C248,P011,USB Hub,Accessories,8,1299,East
T000988,2026-05-06,C244,P012,Laptop Backpack,Accessories,4,2299,North
T000989,2026-05-06,C080,P013,Phone Stand,Accessories,4,699,South
T000990,2026-05-06,C168,P014,Portable SSD,Storage,2,6499,West
T000991,2026-05-06,C187,P015,Wireless Charger,Electronics,13,1599,Central
T000992,2026-05-07,C240,P001,Wireless Mouse,Accessories,5,1499,East
T000993,2026-05-07,C141,P002,Mechanical Keyboard,Accessories,11,4499,West
T000994,2026-05-07,C211,P003,USB-C Cable,Accessories,28,499,North
T000995,2026-05-07,C212,P004,Laptop Stand,Accessories,1,1899,South
T000996,2026-05-07,C073,P005,Webcam,Electronics,4,3299,West
T000997,2026-05-07,C189,P006,Bluetooth Speaker,Electronics,12,2499,East
T000998,2026-05-07,C258,P007,Power Bank,Electronics,9,1799,Central
T000999,2026-05-07,C065,P008,Wireless Headphones,Audio,5,3999,North
T001000,2026-05-07,C083,P009,Smart Watch,Wearables,3,5999,South
T001001,2026-05-07,C143,P010,HDMI Cable,Accessories,12,899,Central
T001002,2026-05-07,C297,P011,USB Hub,Accessories,11,1299,East
T001003,2026-05-07,C067,P012,Laptop Backpack,Accessories,6,2299,North
T001004,2026-05-07,C067,P013,Phone Stand,Accessories,9,699,South
T001005,2026-05-07,C145,P014,Portable SSD,Storage,1,6499,West
T001006,2026-05-07,C093,P015,Wireless Charger,Electronics,5,1599,Central
T001007,2026-05-08,C124,P001,Wireless Mouse,Accessories,7,1499,East
T001008,2026-05-08,C232,P002,Mechanical Keyboard,Accessories,3,4499,West
T001009,2026-05-08,C113,P003,USB-C Cable,Accessories,13,499,North
T001010,2026-05-08,C138,P004,Laptop Stand,Accessories,3,1899,South
T001011,2026-05-08,C139,P005,Webcam,Electronics,3,3299,West
T001012,2026-05-08,C224,P006,Bluetooth Speaker,Electronics,13,2499,East
T001013,2026-05-08,C043,P007,Power Bank,Electronics,5,1799,Central
T001014,2026-05-08,C193,P008,Wireless Headphones,Audio,6,3999,North
T001015,2026-05-08,C136,P010,HDMI Cable,Accessories,9,899,Central
T001016,2026-05-08,C012,P011,USB Hub,Accessories,4,1299,East
T001017,2026-05-08,C099,P012,Laptop Backpack,Accessories,2,2299,North
T001018,2026-05-08,C031,P013,Phone Stand,Accessories,11,699,South
T001019,2026-05-08,C220,P014,Portable SSD,Storage,5,6499,West
T001020,2026-05-08,C280,P015,Wireless Charger,Electronics,6,1599,Central
T001021,2026-05-09,C237,P001,Wireless Mouse,Accessories,12,1499,East
T001022,2026-05-09,C228,P002,Mechanical Keyboard,Accessories,3,4499,West
T001023,2026-05-09,C282,P003,USB-C Cable,Accessories,16,499,North
T001024,2026-05-09,C279,P004,Laptop Stand,Accessories,5,1899,South
T001025,2026-05-09,C288,P005,Webcam,Electronics,4,3299,West
T001026,2026-05-09,C055,P006,Bluetooth Speaker,Electronics,11,2499,East
T001027,2026-05-09,C153,P007,Power Bank,Electronics,5,1799,Central
T001028,2026-05-09,C139,P008,Wireless Headphones,Audio,5,3999,North
T001029,2026-05-09,C244,P009,Smart Watch,Wearables,1,5999,South
T001030,2026-05-09,C292,P010,HDMI Cable,Accessories,15,899,Central
T001031,2026-05-09,C254,P011,USB Hub,Accessories,5,1299,East
T001032,2026-05-09,C121,P012,Laptop Backpack,Accessories,5,2299,North
T001033,2026-05-09,C161,P013,Phone Stand,Accessories,10,699,South
T001034,2026-05-09,C288,P014,Portable SSD,Storage,5,6499,West
T001035,2026-05-09,C001,P015,Wireless Charger,Electronics,9,1599,Central
T001036,2026-05-10,C131,P001,Wireless Mouse,Accessories,12,1499,East
T001037,2026-05-10,C030,P002,Mechanical Keyboard,Accessories,4,4499,West
T001038,2026-05-10,C272,P003,USB-C Cable,Accessories,18,499,North
T001039,2026-05-10,C219,P004,Laptop Stand,Accessories,5,1899,South
T001040,2026-05-10,C105,P005,Webcam,Electronics,5,3299,West
T001041,2026-05-10,C009,P006,Bluetooth Speaker,Electronics,7,2499,East
T001042,2026-05-10,C065,P007,Power Bank,Electronics,6,1799,Central
T001043,2026-05-10,C147,P008,Wireless Headphones,Audio,4,3999,North
T001044,2026-05-10,C120,P009,Smart Watch,Wearables,1,5999,South
T001045,2026-05-10,C132,P010,HDMI Cable,Accessories,13,899,Central
T001046,2026-05-10,C297,P011,USB Hub,Accessories,7,1299,East
T001047,2026-05-10,C194,P012,Laptop Backpack,Accessories,5,2299,North
T001048,2026-05-10,C196,P013,Phone Stand,Accessories,15,699,South
T001049,2026-05-10,C239,P014,Portable SSD,Storage,4,6499,West
T001050,2026-05-10,C200,P015,Wireless Charger,Electronics,6,1599,Central
T001051,2026-05-11,C086,P001,Wireless Mouse,Accessories,6,1499,East
T001052,2026-05-11,C025,P002,Mechanical Keyboard,Accessories,5,4499,West
T001053,2026-05-11,C119,P003,USB-C Cable,Accessories,24,499,North
T001054,2026-05-11,C191,P004,Laptop Stand,Accessories,4,1899,South
T001055,2026-05-11,C003,P005,Webcam,Electronics,1,3299,West
T001056,2026-05-11,C214,P006,Bluetooth Speaker,Electronics,7,2499,East
T001057,2026-05-11,C230,P007,Power Bank,Electronics,4,1799,Central
T001058,2026-05-11,C108,P008,Wireless Headphones,Audio,3,3999,North
T001059,2026-05-11,C180,P009,Smart Watch,Wearables,2,5999,South
T001060,2026-05-11,C092,P010,HDMI Cable,Accessories,9,899,Central
T001061,2026-05-11,C104,P011,USB Hub,Accessories,5,1299,East
T001062,2026-05-11,C021,P012,Laptop Backpack,Accessories,4,2299,North
T001063,2026-05-11,C011,P013,Phone Stand,Accessories,10,699,South
T001064,2026-05-11,C013,P014,Portable SSD,Storage,2,6499,West
T001065,2026-05-11,C230,P015,Wireless Charger,Electronics,10,1599,Central
T001066,2026-05-12,C287,P001,Wireless Mouse,Accessories,7,1499,East
T001067,2026-05-12,C112,P002,Mechanical Keyboard,Accessories,5,4499,West
T001068,2026-05-12,C277,P003,USB-C Cable,Accessories,13,499,North
T001069,2026-05-12,C277,P004,Laptop Stand,Accessories,6,1899,South
T001070,2026-05-12,C257,P005,Webcam,Electronics,1,3299,West
T001071,2026-05-12,C012,P006,Bluetooth Speaker,Electronics,9,2499,East
T001072,2026-05-12,C255,P007,Power Bank,Electronics,10,1799,Central
T001073,2026-05-12,C070,P008,Wireless Headphones,Audio,4,3999,North
T001074,2026-05-12,C170,P009,Smart Watch,Wearables,2,5999,South
T001075,2026-05-12,C038,P010,HDMI Cable,Accessories,9,899,Central
T001076,2026-05-12,C207,P011,USB Hub,Accessories,10,1299,East
T001077,2026-05-12,C105,P012,Laptop Backpack,Accessories,3,2299,North
T001078,2026-05-12,C176,P013,Phone Stand,Accessories,12,699,South
T001079,2026-05-12,C104,P014,Portable SSD,Storage,2,6499,West
T001080,2026-05-12,C243,P015,Wireless Charger,Electronics,6,1599,Central
T001081,2026-05-13,C036,P001,Wireless Mouse,Accessories,7,1499,East
T001082,2026-05-13,C163,P002,Mechanical Keyboard,Accessories,4,4499,West
T001083,2026-05-13,C266,P003,USB-C Cable,Accessories,10,499,North
T001084,2026-05-13,C060,P004,Laptop Stand,Accessories,3,1899,South
T001085,2026-05-13,C110,P005,Webcam,Electronics,7,3299,West
T001086,2026-05-13,C277,P006,Bluetooth Speaker,Electronics,6,2499,East
